"","market_id","created_at","actual_delivery_time","store_id","store_primary_category","order_protocol","total_items","subtotal","num_distinct_items","min_item_price","max_item_price","total_onshift_dashers","total_busy_dashers","total_outstanding_orders","estimated_order_place_duration","estimated_store_to_consumer_driving_duration"
"924",2,2015-02-15 01:05:58,2015-02-15 01:33:26,1914,"burger",4,6,3225,3,275,600,56,40,53,251,428
"925",4,2015-02-04 02:11:51,2015-02-04 02:58:48,726,"japanese",1,5,3150,5,180,1295,56,56,75,446,156
"926",2,2015-01-21 20:54:29,2015-01-21 22:01:17,5789,"greek",1,1,1899,1,1899,1899,35,33,38,446,478
"927",2,2015-02-15 20:46:11,2015-02-15 21:38:48,6821,"sandwich",5,1,1110,1,725,725,60,60,92,251,833
"928",1,2015-02-15 20:34:01,2015-02-15 21:13:07,6172,"sandwich",3,2,2990,1,950,950,14,14,13,251,775
"929",2,2015-02-09 02:10:12,2015-02-09 02:56:48,4945,"japanese",1,2,3480,2,1590,1890,56,55,83,446,528
"930",3,2015-01-31 22:53:14,2015-01-31 23:53:34,224,"pizza",1,2,2733,2,909,1035,14,13,13,446,472
"931",4,2015-02-08 22:25:35,2015-02-08 23:03:34,6569,"alcohol",5,6,4550,6,375,1100,42,36,37,251,935
"932",2,2015-01-28 02:55:49,2015-01-28 03:41:15,1552,"burger",5,5,3900,4,500,1000,89,60,100,251,433
"933",2,2015-01-26 01:22:46,2015-01-26 02:01:32,126,NA,2,1,1895,1,1895,1895,75,89,72,251,612
"934",4,2015-02-14 23:43:20,2015-02-15 00:19:47,1713,"american",3,2,2025,2,650,1125,19,15,15,251,434
"935",4,2015-01-31 01:11:50,2015-01-31 02:03:32,4113,"mediterranean",2,2,1994,2,899,1095,73,52,100,251,314
"936",2,2015-02-01 06:32:44,2015-02-01 06:58:44,1686,"mexican",5,1,1944,1,799,799,25,27,25,251,613
"937",1,2015-02-12 04:44:56,2015-02-12 05:23:41,4,"fast",4,8,5191,3,375,505,25,24,23,251,921
"938",2,2015-01-24 06:16:53,2015-01-24 07:08:51,1661,"dessert",1,3,6180,3,1995,2190,30,35,40,446,950
"939",1,2015-02-12 23:25:04,2015-02-13 00:24:13,5927,"american",1,3,1745,2,375,995,8,6,6,446,316
"940",4,2015-02-03 02:46:39,2015-02-03 04:17:59,6803,"pizza",1,2,4478,2,649,949,14,16,18,446,502
"941",4,2015-02-14 19:37:33,2015-02-14 20:07:43,4327,"sandwich",3,1,780,1,780,780,46,46,58,251,564
"942",1,2015-02-15 04:32:13,2015-02-15 05:10:13,6210,"american",1,3,1817,3,79,1219,46,45,57,446,452
"943",4,2015-02-09 02:50:51,2015-02-09 03:51:27,5100,"american",5,3,4400,3,700,2600,99,98,199,251,1063
"944",1,2015-01-24 02:35:06,2015-01-24 03:21:26,2043,"mediterranean",3,4,3579,4,250,1450,76,79,100,251,816
"945",5,2015-02-07 20:17:26,2015-02-07 20:42:38,674,"alcohol",4,2,1054,2,129,485,22,6,7,251,566
"946",2,2015-01-24 23:43:51,2015-01-25 00:04:56,601,"mexican",3,4,2542,4,245,1399,42,47,41,251,391
"947",2,2015-02-15 03:59:16,2015-02-15 04:45:43,5062,"pizza",3,4,3455,2,355,2326,87,85,152,251,642
"948",1,2015-01-26 01:44:19,2015-01-26 02:42:26,5104,"chinese",5,3,2875,2,875,1000,0,0,0,251,835
"949",4,2015-02-08 06:01:23,2015-02-08 06:36:29,488,"mexican",1,2,2168,2,999,1169,22,22,26,446,192
"950",2,2015-02-11 01:30:58,2015-02-11 02:06:08,6074,"sushi",5,6,8200,6,950,1750,54,54,63,251,777
"951",2,2015-02-08 20:42:05,2015-02-08 21:29:29,3291,"pizza",1,1,1370,1,1370,1370,63,67,73,446,814
"952",1,2015-02-13 19:52:06,2015-02-13 20:36:16,3865,"dessert",1,4,4635,3,1095,1195,11,11,17,446,206
"953",3,2015-01-31 02:54:51,2015-01-31 03:23:38,3164,"salad",5,3,2995,3,400,1150,61,62,72,251,328
"954",4,2015-01-28 04:37:07,2015-01-28 05:02:08,4372,"thai",5,1,1390,1,495,495,51,42,47,251,383
"955",2,2015-01-28 02:28:54,2015-01-28 03:18:42,4211,"mexican",1,2,1935,2,785,1150,52,46,64,446,653
"956",2,2015-01-30 03:17:52,2015-01-30 03:52:39,3225,"vietnamese",3,2,1698,2,799,899,120,112,167,446,209
"957",4,2015-01-25 01:47:12,2015-01-25 02:27:19,3429,"american",3,3,2895,3,595,1225,97,108,87,251,883
"958",4,2015-02-11 20:03:22,2015-02-11 20:41:29,1732,"middle-eastern",5,2,2500,2,700,1800,56,57,78,251,434
"959",4,2015-01-24 01:19:54,2015-01-24 02:29:06,326,"mediterranean",2,2,2345,2,895,1450,89,71,103,251,482
"960",3,2015-01-29 22:02:54,2015-01-29 22:31:54,2107,"fast",1,3,2190,3,595,905,0,0,0,446,400
"961",4,2015-01-23 02:09:46,2015-01-23 02:51:16,3614,"seafood",5,2,2550,2,1250,1300,110,70,115,251,567
"962",1,2015-02-11 23:24:39,2015-02-12 00:25:36,4555,"burger",1,4,2654,2,578,920,16,8,8,446,335
"963",4,2015-02-04 19:45:37,2015-02-04 20:33:10,1411,"burger",4,4,1386,4,229,499,56,55,72,251,595
"964",4,2015-02-12 01:05:04,2015-02-12 01:45:50,3614,"seafood",5,3,4450,3,1250,1650,54,49,53,251,946
"965",4,2015-01-28 21:27:13,2015-01-28 22:03:16,3562,"japanese",5,2,1525,2,700,775,30,30,28,251,680
"966",4,2015-02-12 04:55:08,2015-02-12 05:20:53,5097,"chinese",3,2,1383,2,118,1265,48,41,45,251,398
"967",1,2015-02-05 20:38:26,2015-02-05 21:06:04,412,"indian",1,6,2996,3,100,999,35,35,34,446,530
"968",1,2015-02-09 20:12:24,2015-02-09 20:39:31,595,"salad",1,2,1850,2,900,950,22,20,18,446,262
"969",4,2015-02-16 19:02:45,2015-02-16 19:29:29,2435,"sandwich",3,3,1624,3,293,945,20,16,27,251,656
"970",4,2015-02-12 20:55:41,2015-02-12 21:34:34,923,"thai",3,3,1490,3,200,895,72,63,75,251,675
"971",2,2015-02-13 01:17:27,2015-02-13 02:04:40,1653,"pizza",3,2,2575,2,1150,1300,44,34,40,251,738
"972",5,2015-02-09 00:52:46,2015-02-09 01:29:25,257,NA,5,1,1200,1,1200,1200,27,27,27,251,212
"973",5,2015-02-08 22:31:15,2015-02-08 23:06:45,5536,"chinese",5,2,1990,2,795,895,23,23,25,251,520
"974",4,2015-01-23 19:25:11,2015-01-23 20:06:25,2541,"mediterranean",3,4,1980,1,495,495,62,61,88,251,605
"975",4,2015-02-02 02:37:52,2015-02-02 04:18:54,2296,"italian",5,3,4350,2,1350,1650,70,68,155,251,682
"976",1,2015-02-15 02:06:42,2015-02-15 03:00:53,3936,"american",4,2,5890,1,2945,2945,17,17,18,446,337
"977",3,2015-01-23 04:24:20,2015-01-23 04:57:03,3959,"american",5,2,1738,1,869,869,14,9,9,251,440
"978",5,2015-02-15 22:13:49,2015-02-15 22:43:50,15,"mexican",3,1,1495,1,1495,1495,17,15,19,251,635
"979",4,2015-01-25 03:03:07,2015-01-25 03:47:47,1757,"pizza",5,7,2710,3,92,1800,101,125,171,251,470
"980",2,2015-02-09 20:13:00,2015-02-09 20:54:21,3627,"korean",1,1,2495,1,2495,2495,61,53,64,446,483
"981",2,2015-02-10 03:47:19,2015-02-10 04:32:23,2042,"pizza",3,1,1299,1,1299,1299,35,32,58,251,449
"982",5,2015-02-04 21:27:23,2015-02-04 21:59:59,3299,"mexican",1,2,1000,2,250,750,15,18,21,446,625
"983",2,2015-02-15 04:16:59,2015-02-15 05:11:06,314,"mexican",5,1,1273,1,999,999,114,112,184,251,495
"984",3,2015-02-03 02:48:47,2015-02-03 03:37:23,6617,"mexican",1,7,4019,6,399,924,4,4,6,446,318
"985",3,2015-02-10 01:05:47,2015-02-10 01:42:56,2599,"asian",2,6,4116,2,460,799,18,18,22,251,490
"986",1,2015-02-13 01:54:19,2015-02-13 02:31:12,3905,"vegan",1,3,4150,2,1150,1150,41,41,47,446,135
"987",3,2015-02-05 02:06:32,2015-02-05 02:42:09,2505,"american",1,3,2500,3,400,1200,46,38,37,446,732
"988",1,2015-02-18 01:54:27,2015-02-18 02:50:03,3682,"seafood",1,1,2000,1,2000,2000,36,36,29,446,224
"989",1,2015-02-14 20:51:10,2015-02-14 21:44:44,5589,"other",1,3,2350,3,450,1275,12,12,18,446,644
"990",1,2015-01-31 17:09:46,2015-01-31 17:45:11,2820,"breakfast",1,1,850,1,850,850,6,4,4,446,907
"991",2,2015-01-28 02:13:28,2015-01-28 03:10:26,6281,"dessert",1,2,3190,2,1495,1695,50,40,56,446,265
"992",1,2015-02-16 00:47:38,2015-02-16 01:30:28,5088,"sandwich",1,5,3700,5,300,825,3,3,4,446,476
"993",4,2015-02-14 04:24:42,2015-02-14 05:28:49,2056,"chinese",3,4,2980,4,295,1295,90,88,153,251,761
"994",2,2015-02-02 20:56:32,2015-02-02 21:40:51,384,"japanese",3,2,2420,2,995,1325,50,49,75,251,354
"995",1,2015-01-29 01:06:46,2015-01-29 02:37:02,6056,"japanese",6,4,3650,4,450,1200,0,0,0,446,868
"996",3,2015-01-29 05:38:26,2015-01-29 06:15:06,3465,"asian",1,1,1849,1,1299,1299,11,5,5,446,728
"997",4,2015-01-22 21:34:42,2015-01-22 22:40:33,2438,"sandwich",1,4,3856,4,599,1199,26,26,26,251,455
"998",3,2015-02-07 20:17:26,2015-02-07 20:36:35,5846,"mexican",1,3,2016,3,150,891,24,14,14,446,232
"999",1,2015-02-07 17:06:21,2015-02-07 17:57:31,4845,"mexican",5,4,1875,3,400,500,3,3,4,251,520
"1000",1,2015-02-13 03:33:25,2015-02-13 04:17:52,1970,"breakfast",3,2,1890,2,795,895,51,50,74,251,577
"1001",2,2015-02-18 04:09:54,2015-02-18 04:34:07,4829,"steak",1,3,3596,3,699,1649,78,58,66,446,300
"1002",2,2015-02-14 23:38:21,2015-02-15 00:15:57,3198,"seafood",1,7,4727,4,325,989,50,49,60,446,503
"1003",1,2015-02-02 02:25:03,2015-02-02 04:19:02,5034,"american",1,3,2875,3,475,1250,30,32,71,446,625
"1004",4,2015-01-31 01:56:24,2015-01-31 02:38:36,3884,"chinese",1,2,1005,2,180,825,60,46,95,446,448
"1005",3,2015-02-10 21:29:24,2015-02-10 22:01:08,2475,"cajun",5,1,1800,1,1800,1800,12,13,16,251,345
"1006",4,2015-02-10 23:29:50,2015-02-11 00:07:59,6380,"breakfast",2,2,900,2,350,550,9,11,12,251,640
"1007",2,2015-02-14 04:47:55,2015-02-14 05:49:26,4490,"dessert",3,2,1249,2,299,499,100,97,147,251,673
"1008",3,2015-02-15 23:58:16,2015-02-16 00:29:55,3959,"american",5,1,1889,1,1889,1889,15,15,15,251,133
"1009",4,2015-02-17 04:00:09,2015-02-17 04:46:34,1457,"dessert",5,1,800,1,525,525,74,59,86,251,811
"1010",1,2015-02-07 02:57:45,2015-02-07 04:03:41,2495,"american",2,4,3600,4,500,1300,0,0,0,251,741
"1011",4,2015-01-25 18:36:36,2015-01-25 19:06:19,2907,"breakfast",4,2,1495,2,375,1095,14,35,14,251,577
"1012",2,2015-01-22 02:12:55,2015-01-22 02:33:37,1200,"chinese",3,5,4775,5,595,1295,76,95,115,251,465
"1013",2,2015-01-30 03:29:04,2015-01-30 03:56:51,5687,"chinese",4,2,2596,2,699,1499,91,61,106,251,480
"1014",2,2015-02-05 19:49:25,2015-02-05 20:34:24,4373,"cafe",2,1,1650,1,1000,1000,24,23,26,251,116
"1015",4,2015-02-16 03:28:34,2015-02-16 04:25:13,6476,"american",3,2,2500,2,1000,1500,58,56,108,251,852
"1016",1,2015-02-06 03:32:11,2015-02-06 04:31:58,330,"sandwich",1,3,2330,3,470,1045,21,21,29,446,891
"1017",4,2015-02-01 03:38:08,2015-02-01 04:26:44,3748,"mediterranean",2,3,3070,3,425,1450,78,76,114,251,199
"1018",1,2015-02-07 02:17:54,2015-02-07 02:48:24,2990,"convenience-store",4,5,1345,1,269,269,19,19,24,251,236
"1019",4,2015-01-31 20:16:35,2015-01-31 20:58:53,326,"mediterranean",2,3,2270,3,425,950,48,42,54,251,746
"1020",1,2015-02-08 04:17:07,2015-02-08 05:10:17,4716,"pizza",4,1,1145,1,1095,1095,48,49,58,251,127
"1021",3,2015-01-24 03:03:12,2015-01-24 04:06:53,2261,"mediterranean",1,7,3143,6,149,699,20,12,13,446,886
"1022",4,2015-02-06 04:14:47,2015-02-06 04:53:36,6917,"vietnamese",5,4,2495,3,375,875,86,66,80,251,248
"1023",2,2015-01-30 04:30:18,2015-01-30 04:57:01,2680,"hawaiian",3,2,1220,2,245,775,82,72,78,251,827
"1024",1,2015-02-05 18:15:51,2015-02-05 19:07:24,2802,NA,1,4,1258,3,125,399,9,8,9,446,726
"1025",1,2015-01-28 00:40:42,2015-01-28 01:14:03,5544,"american",3,6,3285,3,275,795,3,4,4,251,509
"1026",4,2015-02-17 20:00:23,2015-02-17 20:42:22,923,"thai",3,1,1183,1,990,1072,89,89,190,251,656
"1027",5,2015-02-10 05:12:10,2015-02-10 05:49:28,4146,"fast",4,2,1398,2,669,729,6,9,8,251,383
"1028",5,2015-01-27 19:53:06,2015-01-27 20:35:33,3042,"sandwich",4,2,975,2,150,825,11,13,15,251,750
"1029",1,2015-02-17 03:41:50,2015-02-17 05:36:16,2367,"american",1,2,1890,2,695,1195,15,15,22,446,896
"1030",2,2015-01-30 03:41:11,2015-01-30 04:18:50,2536,"alcohol",1,1,1100,1,1100,1100,79,69,102,446,233
"1031",3,2015-02-14 21:00:41,2015-02-14 21:49:51,3612,"american",5,1,1900,1,1300,1300,22,22,20,251,771
"1032",4,2015-02-12 00:27:31,2015-02-12 01:01:57,861,"burger",5,3,2587,3,299,989,18,17,18,251,245
"1033",1,2015-02-13 21:23:41,2015-02-13 22:34:37,5266,"burger",1,9,12700,7,1200,1900,0,0,0,446,610
"1034",4,2015-02-04 19:23:00,2015-02-04 20:37:00,3937,"salad",5,2,1760,2,770,990,65,66,139,251,726
"1035",1,2015-02-13 03:49:11,2015-02-13 04:40:28,3948,"american",1,3,2195,3,495,1200,8,4,4,446,823
"1036",1,2015-02-16 05:41:50,2015-02-16 06:15:00,3078,"thai",5,2,1945,2,850,995,20,20,23,251,692
"1037",4,2015-02-01 02:05:38,2015-02-01 03:16:11,5501,"pizza",1,2,2800,2,700,2100,83,76,123,446,630
"1038",4,2015-02-17 02:33:24,2015-02-17 03:30:38,3620,"burger",5,2,1637,2,649,729,107,63,112,251,477
"1039",2,2015-02-01 01:04:05,2015-02-01 01:45:53,1311,"american",3,6,4326,4,229,2419,79,73,79,251,662
"1040",4,2015-02-16 01:08:35,2015-02-16 01:26:30,6917,"vietnamese",5,1,750,1,750,750,85,68,131,251,236
"1041",4,2015-02-16 01:04:02,2015-02-16 02:06:56,1842,"vietnamese",1,3,2730,3,695,975,11,11,17,446,740
"1042",2,2015-01-24 01:19:07,2015-01-24 02:26:02,3930,"thai",1,14,9269,7,200,1295,62,52,73,446,957
"1043",1,2015-02-10 17:10:19,2015-02-10 17:53:22,3508,"cafe",4,2,970,2,295,395,6,5,5,251,767
"1044",4,2015-01-28 01:49:26,2015-01-28 02:37:09,1229,"korean",2,3,4597,2,1399,1599,98,97,134,251,938
"1045",1,2015-02-04 19:22:07,2015-02-04 19:45:38,4471,"smoothie",5,1,800,1,700,700,18,15,12,251,220
"1046",4,2015-02-07 04:03:26,2015-02-07 04:55:49,791,NA,1,4,3096,4,299,1199,123,118,178,446,715
"1047",1,2015-02-11 20:55:13,2015-02-11 21:19:45,568,"american",5,1,1075,1,1075,1075,29,28,29,251,242
"1048",2,2015-01-22 02:01:30,2015-01-22 02:48:41,2006,"american",1,4,3870,4,250,1995,81,99,106,446,641
"1049",4,2015-01-22 03:22:37,2015-01-22 04:15:16,2182,"persian",1,4,3135,4,550,1395,75,52,82,446,682
"1050",2,2015-02-07 02:51:39,2015-02-07 03:38:50,282,"dessert",5,6,2790,1,465,465,136,110,200,251,240
"1051",2,2015-02-14 03:17:12,2015-02-14 04:09:43,1372,"indian",3,3,2215,3,225,1195,123,116,234,251,809
"1052",4,2015-02-15 05:17:30,2015-02-15 05:50:57,6110,"italian",2,1,2025,1,1225,1225,45,45,58,251,416
"1053",3,2015-02-08 21:13:34,2015-02-08 22:04:21,1870,"japanese",2,7,4824,5,495,1199,14,15,14,251,590
"1054",4,2015-02-16 19:56:57,2015-02-16 20:26:21,2541,"mediterranean",3,2,1145,2,350,795,60,60,93,251,338
"1055",1,2015-01-23 01:22:10,2015-01-23 02:07:32,747,"pizza",3,2,3800,2,1300,1700,16,12,11,251,700
"1056",4,2015-02-06 03:41:22,2015-02-06 04:19:23,4137,"dessert",2,1,1300,1,1300,1300,70,62,91,251,694
"1057",1,2015-02-14 18:14:21,2015-02-14 19:36:34,2329,"smoothie",4,1,689,1,489,489,9,9,16,251,392
"1058",2,2015-02-05 01:08:09,2015-02-05 01:45:47,5062,"pizza",3,3,1597,3,99,799,56,32,38,251,648
"1059",4,2015-02-16 01:31:50,2015-02-16 02:22:22,28,"steak",3,2,5635,2,1095,3995,50,42,78,251,894
"1060",2,2015-02-18 04:40:54,2015-02-18 05:40:17,6281,"dessert",1,1,2995,1,2995,2995,32,31,43,446,942
"1061",5,2015-02-16 03:31:26,2015-02-16 04:01:47,115,"dessert",2,1,850,1,850,850,61,52,84,251,132
"1062",2,2015-02-13 01:26:55,2015-02-13 02:01:44,6755,"american",2,2,2700,2,1100,1600,87,85,102,251,928
"1063",4,2015-01-24 02:08:17,2015-01-24 03:26:45,4689,"chinese",2,7,4985,7,425,895,8,8,14,251,620
"1064",2,2015-01-22 02:38:47,2015-01-22 03:32:17,5111,"american",3,5,7075,5,995,1695,86,80,122,251,811
"1065",1,2015-02-09 20:53:33,2015-02-09 21:25:04,3864,"european",3,2,1790,1,895,895,18,18,17,251,684
"1066",1,2015-01-24 01:48:49,2015-01-24 02:36:58,3648,"burger",1,5,3705,5,449,979,61,57,62,446,738
"1067",2,2015-02-12 01:45:10,2015-02-12 02:24:59,920,"seafood",5,2,3000,2,1150,1650,77,73,95,251,788
"1068",4,2015-01-23 02:43:02,2015-01-23 03:47:33,6569,"alcohol",5,2,2245,2,850,1395,111,85,127,251,783
"1069",1,2015-01-31 06:11:53,2015-01-31 07:07:49,2437,"japanese",4,4,4370,4,480,980,7,10,7,251,480
"1070",4,2015-01-26 01:19:14,2015-01-26 01:43:01,6294,"burger",5,2,1970,2,595,1325,43,59,41,251,550
"1071",4,2015-02-06 16:26:20,2015-02-06 16:56:18,1483,"breakfast",1,5,2524,4,175,875,8,3,3,446,134
"1072",4,2015-02-16 01:51:01,2015-02-16 02:32:14,386,"other",3,5,4875,4,600,975,74,71,126,251,389
"1073",2,2015-01-23 05:04:11,2015-01-23 05:25:08,6576,"mexican",5,3,2025,3,325,825,32,29,30,251,401
"1074",2,2015-02-04 03:53:37,2015-02-04 04:43:47,4631,"mexican",3,2,1725,2,755,795,84,83,109,251,766
"1075",2,2015-02-12 00:40:11,2015-02-12 02:06:36,3454,"barbecue",1,2,4490,2,1895,2595,44,41,41,446,988
"1076",2,2015-01-28 03:53:29,2015-01-28 04:29:01,5491,"vietnamese",4,12,1300,3,0,225,15,15,18,251,423
"1077",5,2015-02-10 23:06:54,2015-02-10 23:52:45,109,"smoothie",4,2,1060,1,450,450,8,8,11,251,691
"1078",2,2015-02-08 01:18:19,2015-02-08 01:50:22,480,"salad",1,4,1853,4,489,875,103,58,68,446,376
"1079",3,2015-02-08 02:51:38,2015-02-08 03:33:32,5860,"seafood",3,2,2148,2,849,1199,27,27,35,251,295
"1080",3,2015-01-27 04:26:49,2015-01-27 05:33:04,3185,"burger",4,2,915,2,310,495,16,19,19,251,764
"1081",2,2015-01-25 00:54:41,2015-01-25 01:48:34,4069,"dessert",3,1,659,1,659,659,49,58,76,251,486
"1082",2,2015-02-01 19:59:54,2015-02-01 20:26:15,5269,"sandwich",2,2,1684,2,550,615,42,23,24,251,473
"1083",2,2015-02-14 02:56:55,2015-02-14 03:47:31,4313,"italian",3,1,1195,1,1195,1195,151,127,231,251,208
"1084",2,2015-02-04 21:27:27,2015-02-04 22:00:24,3482,"sandwich",3,2,1447,2,479,749,33,25,29,251,423
"1085",1,2015-02-09 22:34:05,2015-02-09 23:06:47,84,"sushi",2,1,1675,1,925,925,14,15,18,251,409
"1086",4,2015-02-01 02:08:18,2015-02-01 03:12:53,6321,"mediterranean",3,7,4690,7,350,1350,67,60,96,251,760
"1087",3,2015-02-15 03:15:56,2015-02-15 04:14:30,54,"italian",3,4,4298,4,478,1647,33,32,28,251,926
"1088",4,2015-01-31 22:04:44,2015-01-31 22:36:23,1054,"italian",3,4,4790,4,0,1395,48,29,37,251,859
"1089",4,2015-02-17 23:45:09,2015-02-18 00:33:04,5797,"asian",2,3,1375,3,375,450,23,21,24,251,588
"1090",4,2015-02-02 19:30:33,2015-02-02 20:08:48,2840,"chinese",4,1,1067,1,942,942,38,31,55,251,422
"1091",1,2015-02-08 01:57:15,2015-02-08 03:10:45,3936,"american",1,4,4950,4,1035,1385,11,10,14,446,653
"1092",2,2015-01-30 21:47:38,2015-01-30 22:27:42,5400,"fast",4,3,2698,3,150,1199,59,47,51,251,607
"1093",5,2015-02-15 23:29:23,2015-02-16 00:18:28,699,"burger",1,3,2021,3,546,695,14,14,17,446,834
"1094",2,2015-01-22 04:26:41,2015-01-22 04:41:37,1546,"mexican",1,2,615,2,240,375,52,37,38,446,181
"1095",2,2015-02-11 01:12:31,2015-02-11 02:01:56,1509,NA,3,2,2400,2,1200,1200,38,38,62,251,927
"1096",1,2015-02-16 02:16:36,2015-02-16 04:09:00,157,"american",1,1,1149,1,1149,1149,17,17,25,446,693
"1097",1,2015-02-03 02:12:04,2015-02-03 03:27:55,4,"fast",4,2,1228,2,145,499,44,44,73,251,719
"1098",4,2015-02-05 02:19:39,2015-02-05 03:28:32,861,"burger",5,3,2087,3,249,1049,52,53,96,251,785
"1099",2,2015-01-28 01:43:18,2015-01-28 02:35:39,6819,"mexican",1,4,2536,2,319,949,86,84,91,446,561
"1100",4,2015-01-28 02:01:10,2015-01-28 02:54:49,1880,"sandwich",3,1,799,1,799,799,76,68,92,251,655
"1101",4,2015-02-05 16:24:34,2015-02-05 17:00:02,1866,"cafe",4,2,900,2,295,295,5,5,10,251,375
"1102",2,2015-02-12 02:36:33,2015-02-12 03:24:46,1438,"mexican",1,1,869,1,869,869,62,58,83,446,352
"1103",1,2015-02-14 02:28:32,2015-02-14 03:05:41,501,"barbecue",3,2,2385,2,995,995,56,56,78,251,591
"1104",1,2015-02-17 02:47:02,2015-02-17 04:02:46,4237,"asian",1,2,1200,2,550,650,0,0,0,446,440
"1105",1,2015-02-06 20:50:23,2015-02-06 21:23:57,3801,"american",5,2,1360,2,625,735,33,23,24,251,261
"1106",3,2015-01-27 03:16:16,2015-01-27 04:00:15,131,"american",1,3,3285,3,995,1295,7,4,7,446,882
"1107",2,2015-01-31 01:35:57,2015-01-31 02:15:29,1653,"pizza",3,4,5350,3,1150,1250,41,39,70,251,563
"1108",2,2015-02-07 04:44:56,2015-02-07 06:02:10,3041,"vietnamese",5,3,2725,3,480,880,76,88,139,251,693
"1109",2,2015-02-04 04:24:16,2015-02-04 05:13:28,5630,"mexican",5,2,1690,2,795,895,62,63,76,251,275
"1110",4,2015-02-14 20:30:08,2015-02-14 20:54:15,4257,"thai",1,2,795,2,795,1195,49,48,64,446,568
"1111",3,2015-01-30 03:24:30,2015-01-30 04:45:47,3830,"american",1,3,3673,3,1029,1545,39,35,33,446,889
"1112",5,2015-02-02 01:25:09,2015-02-02 01:55:07,115,"dessert",2,3,3295,3,550,1395,28,27,32,251,616
"1113",4,2015-02-18 01:54:51,2015-02-18 03:07:24,4863,"other",3,3,4280,2,906,1119,103,103,165,251,1050
"1114",3,2015-02-15 01:18:31,2015-02-15 02:05:24,3441,"pasta",4,5,4280,5,200,1895,30,30,37,251,1122
"1115",1,2015-02-01 03:04:48,2015-02-01 03:57:30,3948,"american",1,3,3450,3,850,1300,8,5,5,446,489
"1116",3,2015-01-26 21:16:44,2015-01-26 21:59:56,2130,"sandwich",3,4,2375,4,250,1050,36,64,31,251,698
"1117",1,2015-01-21 21:12:15,2015-01-21 21:56:39,6270,"sandwich",3,1,1550,1,1050,1050,19,26,29,251,323
"1118",1,2015-02-10 02:55:24,2015-02-10 03:36:36,1965,"italian",3,1,1795,1,1795,1795,39,39,51,251,591
"1119",1,2015-01-27 04:05:28,2015-01-27 04:31:28,6025,"american",1,1,1700,1,600,600,40,43,48,446,174
"1120",3,2015-02-03 02:48:35,2015-02-03 03:51:51,3013,"burger",1,4,3725,3,650,1000,22,23,36,446,657
"1121",2,2015-02-03 03:07:51,2015-02-03 03:53:45,3995,"dessert",2,1,1540,1,1540,1540,40,40,75,251,430
"1122",3,2015-01-28 01:47:41,2015-01-28 02:13:34,2557,"thai",1,3,3185,3,995,1095,4,2,2,446,492
"1123",1,2015-02-13 04:34:05,2015-02-13 05:11:19,61,"italian",5,2,2800,2,1200,1200,43,41,50,251,207
"1124",1,2015-01-22 20:00:08,2015-01-22 20:52:44,4379,"american",3,8,9150,7,650,1400,20,10,10,251,684
"1125",3,2015-02-13 02:08:46,2015-02-13 02:56:07,4494,"pizza",2,4,2996,3,399,999,52,46,46,251,511
"1126",5,2015-02-02 20:13:51,2015-02-02 21:10:36,1287,"mexican",1,3,1989,2,469,760,12,8,11,446,587
"1127",4,2015-02-08 23:18:55,2015-02-08 23:47:56,3614,"seafood",5,2,1350,2,450,900,33,26,27,251,268
"1128",2,2015-01-31 04:25:51,2015-01-31 05:21:01,1997,"indian",2,2,2598,1,1299,1299,40,37,78,251,778
"1129",4,2015-02-14 02:46:15,2015-02-14 04:01:19,4257,"thai",1,4,2985,4,0,1195,102,98,189,446,458
"1130",5,2015-02-06 18:43:40,2015-02-06 19:42:56,4680,"american",1,2,1420,2,295,1125,4,1,1,446,558
"1131",4,2015-01-22 02:29:25,2015-01-22 03:12:41,2056,"chinese",3,5,3695,5,175,1395,101,83,115,251,464
"1132",1,2015-01-23 23:41:14,2015-01-24 00:16:53,2105,"cafe",1,3,1600,3,350,750,10,13,13,446,118
"1133",1,2015-02-13 21:41:20,2015-02-13 22:35:46,59,"chinese",1,3,1510,3,160,710,0,0,0,446,554
"1134",4,2015-02-13 03:33:31,2015-02-13 04:03:21,4344,"vietnamese",2,2,1295,2,300,995,107,85,130,251,401
"1135",2,2015-01-31 03:06:57,2015-01-31 04:21:36,6417,"mexican",1,1,1749,1,1749,1749,112,110,199,446,467
"1136",3,2015-02-07 17:59:52,2015-02-07 18:42:10,769,"smoothie",5,4,3450,2,725,875,12,12,6,251,575
"1137",2,2015-02-17 05:30:09,2015-02-17 06:02:31,6931,"fast",4,7,1526,5,100,289,33,31,36,251,390
"1138",1,2015-02-05 02:32:16,2015-02-05 03:37:44,5463,"american",1,1,600,1,600,600,7,9,8,446,568
"1139",4,2015-02-06 19:34:01,2015-02-06 20:18:50,6002,"mexican",5,2,1175,2,195,980,63,58,82,251,356
"1140",4,2015-01-25 01:43:58,2015-01-25 02:44:58,5844,"pizza",1,2,2550,2,650,1675,58,70,83,446,690
"1141",2,2015-02-10 02:12:35,2015-02-10 02:59:07,1912,"persian",1,1,1795,1,1795,1795,79,61,102,446,774
"1142",4,2015-02-14 04:11:42,2015-02-14 05:24:10,1370,"pizza",5,2,3998,2,1399,1399,110,98,115,251,605
"1143",4,2015-02-01 04:53:03,2015-02-01 05:45:54,2882,"japanese",3,4,3110,4,495,995,59,59,80,251,875
